text,label,rating,cleaned_text,vader_sentiment,vader_score,textblob_sentiment,textblob_polarity,lr_sentiment,true_sentiment
Really impressed with the durability and finish.,Positive,5,really impressed with the durability and finish,Positive,0.5256,Positive,1.0,Positive,Positive
It functions but the design could be better.,Neutral,3,it functions but the design could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
"Useless product, complete waste of money.",Negative,1,useless product complete waste of money,Negative,-0.6808,Negative,-0.20000000000000004,Negative,Negative
The product is okay but the instructions were confusing.,Neutral,3,the product is okay but the instructions were confusing,Negative,-0.2263,Neutral,0.1,Neutral,Neutral
Absolutely wonderful. Five stars!,Positive,5,absolutely wonderful five stars,Positive,0.6115,Positive,1.0,Positive,Positive
It will do for now but I will probably upgrade later.,Neutral,3,it will do for now but i will probably upgrade later,Neutral,0.0,Neutral,0.0,Neutral,Neutral
"Fell apart during first use, total garbage.",Negative,1,fell apart during first use total garbage,Neutral,0.0,Positive,0.125,Negative,Negative
Smooth transaction and excellent product quality.,Positive,5,smooth transaction and excellent product quality,Positive,0.5719,Positive,0.7,Positive,Positive
Completely dissatisfied with this purchase.,Negative,1,completely dissatisfied with this purchase,Negative,-0.4391,Neutral,0.1,Negative,Negative
I would give zero stars if I could.,Negative,1,i would give zero stars if i could,Neutral,0.0,Neutral,0.0,Negative,Negative
"Save your money, this is not worth anything.",Negative,1,save your money this is not worth anything,Positive,0.3682,Negative,-0.15,Negative,Negative
Not the best but not the worst.,Neutral,3,not the best but not the worst,Positive,0.5035,Neutral,0.0,Neutral,Neutral
"Avoid at all costs, this is not worth it.",Negative,1,avoid at all costs this is not worth it,Negative,-0.434,Negative,-0.15,Negative,Negative
Smooth transaction and excellent product quality.,Positive,5,smooth transaction and excellent product quality,Positive,0.5719,Positive,0.7,Positive,Positive
"The product itself is fine, shipping was slow.",Neutral,3,the product itself is fine shipping was slow,Positive,0.2023,Neutral,0.05833333333333332,Neutral,Neutral
"Perfect, arrived early and exactly as described.",Positive,5,perfect arrived early and exactly as described,Positive,0.5719,Positive,0.45,Positive,Positive
"Save your money, this is not worth anything.",Negative,1,save your money this is not worth anything,Positive,0.3682,Negative,-0.15,Negative,Negative
Really impressed with the durability and finish.,Positive,5,really impressed with the durability and finish,Positive,0.5256,Positive,1.0,Positive,Positive
Defective item received. Sending back.,Negative,1,defective item received sending back,Negative,-0.4404,Neutral,0.0,Negative,Negative
"I love this product, it has made my life so much easier.",Positive,5,i love this product it has made my life so much easier,Positive,0.8062,Positive,0.35,Positive,Positive
"The quality is okay, nothing to write home about.",Neutral,3,the quality is okay nothing to write home about,Positive,0.2263,Positive,0.5,Neutral,Neutral
It gets the job done but could be better.,Neutral,3,it gets the job done but could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
It will do for now but I will probably upgrade later.,Neutral,3,it will do for now but i will probably upgrade later,Neutral,0.0,Neutral,0.0,Neutral,Neutral
It works fine but does not feel premium.,Neutral,3,it works fine but does not feel premium,Positive,0.1027,Positive,0.4166666666666667,Neutral,Neutral
"This product is a scam, do not buy.",Negative,1,this product is a scam do not buy,Negative,-0.5719,Neutral,0.0,Negative,Negative
I am extremely unhappy with this product.,Negative,1,i am extremely unhappy with this product,Negative,-0.4754,Negative,-0.6,Negative,Negative
The best part is how easy it is to set up.,Positive,5,the best part is how easy it is to set up,Positive,0.7964,Positive,0.7166666666666667,Positive,Positive
"The quality is absolutely terrible, very disappointed.",Negative,1,the quality is absolutely terrible very disappointed,Negative,-0.7935,Negative,-0.9875,Negative,Negative
Decent for the price point.,Neutral,3,decent for the price point,Neutral,0.0,Positive,0.16666666666666666,Neutral,Neutral
The item came broken and returning it was a hassle.,Negative,1,the item came broken and returning it was a hassle,Negative,-0.4767,Negative,-0.4,Negative,Negative
The packaging was great and the product works flawlessly.,Positive,5,the packaging was great and the product works flawlessly,Positive,0.7096,Positive,0.9,Positive,Positive
Defective item received. Sending back.,Negative,1,defective item received sending back,Negative,-0.4404,Neutral,0.0,Negative,Negative
I had high hopes but this was a huge letdown.,Negative,1,i had high hopes but this was a huge letdown,Positive,0.5927,Positive,0.28,Negative,Negative
"Does not fit as described, very misleading.",Negative,1,does not fit as described very misleading,Negative,-0.6253,Neutral,0.0,Negative,Negative
"Perfect, arrived early and exactly as described.",Positive,5,perfect arrived early and exactly as described,Positive,0.5719,Positive,0.45,Positive,Positive
Absolutely wonderful. Five stars!,Positive,5,absolutely wonderful five stars,Positive,0.6115,Positive,1.0,Positive,Positive
Waste of money. Do not recommend.,Negative,1,waste of money do not recommend,Negative,-0.6007,Negative,-0.2,Negative,Negative
Works like a charm right out of the box.,Positive,5,works like a charm right out of the box,Positive,0.6369,Positive,0.2857142857142857,Positive,Positive
Looks great and works even better.,Positive,5,looks great and works even better,Positive,0.7906,Positive,0.65,Positive,Positive
This product is amazing! Love it!,Positive,5,this product is amazing love it,Positive,0.8402,Positive,0.55,Positive,Positive
The item was defective and customer service was no help.,Negative,1,the item was defective and customer service was no help,Negative,-0.34,Neutral,0.0,Negative,Negative
"Poor craftsmanship, looks nothing like the picture.",Negative,1,poor craftsmanship looks nothing like the picture,Negative,-0.6381,Negative,-0.4,Negative,Negative
The product is okay but the instructions were confusing.,Neutral,3,the product is okay but the instructions were confusing,Negative,-0.2263,Neutral,0.1,Neutral,Neutral
"Very well made, I can tell it will last a long time.",Positive,5,very well made i can tell it will last a long time,Positive,0.3384,Neutral,0.05000000000000001,Positive,Positive
Reasonable for a budget option.,Neutral,3,reasonable for a budget option,Neutral,0.0,Positive,0.2,Neutral,Neutral
"Seems okay so far, time will tell how it holds up.",Neutral,3,seems okay so far time will tell how it holds up,Positive,0.2263,Positive,0.3,Neutral,Neutral
"Outstanding performance, worth every penny.",Positive,5,outstanding performance worth every penny,Positive,0.7096,Positive,0.4,Positive,Positive
Great quality for the price.,Positive,5,great quality for the price,Positive,0.6249,Positive,0.8,Positive,Positive
"Thrilled with my purchase, everything is perfect.",Positive,5,thrilled with my purchase everything is perfect,Positive,0.765,Positive,0.8,Positive,Positive
Functional but the design could use improvement.,Neutral,3,functional but the design could use improvement,Positive,0.6124,Neutral,0.0,Neutral,Neutral
Really impressed with the durability and finish.,Positive,5,really impressed with the durability and finish,Positive,0.5256,Positive,1.0,Positive,Positive
Very poor quality and bad customer service.,Negative,1,very poor quality and bad customer service,Negative,-0.7841,Negative,-0.6099999999999999,Negative,Negative
"Good for basic needs, not for heavy use.",Neutral,3,good for basic needs not for heavy use,Positive,0.4404,Positive,0.16666666666666666,Neutral,Neutral
"I am so glad I bought this, it is wonderful.",Positive,5,i am so glad i bought this it is wonderful,Positive,0.7902,Positive,0.75,Positive,Positive
Fast delivery and excellent product.,Positive,5,fast delivery and excellent product,Positive,0.5719,Positive,0.6,Positive,Positive
"Waste of packaging materials, the product is worthless.",Negative,1,waste of packaging materials the product is worthless,Negative,-0.6908,Negative,-0.5,Negative,Negative
"Disgusting quality, sent it back immediately.",Negative,1,disgusting quality sent it back immediately,Negative,-0.5267,Negative,-0.5,Negative,Negative
The worst quality I have ever seen.,Negative,1,the worst quality i have ever seen,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Terrible purchase, already throwing it away.",Negative,1,terrible purchase already throwing it away,Negative,-0.4767,Negative,-1.0,Negative,Negative
"Outstanding performance, worth every penny.",Positive,5,outstanding performance worth every penny,Positive,0.7096,Positive,0.4,Positive,Positive
"Awful product, does not work at all.",Negative,1,awful product does not work at all,Negative,-0.4588,Negative,-1.0,Negative,Negative
Smooth transaction and excellent product quality.,Positive,5,smooth transaction and excellent product quality,Positive,0.5719,Positive,0.7,Positive,Positive
There are better options but this is fine.,Neutral,3,there are better options but this is fine,Positive,0.4854,Positive,0.45833333333333337,Neutral,Neutral
Very poor quality and bad customer service.,Negative,1,very poor quality and bad customer service,Negative,-0.7841,Negative,-0.6099999999999999,Negative,Negative
The product arrived damaged and unusable.,Negative,1,the product arrived damaged and unusable,Negative,-0.4404,Neutral,0.0,Negative,Negative
Great customer support and fantastic product.,Positive,5,great customer support and fantastic product,Positive,0.886,Positive,0.6000000000000001,Positive,Positive
Very pleased with the quality and functionality.,Positive,5,very pleased with the quality and functionality,Positive,0.4927,Positive,0.65,Positive,Positive
Good enough for occasional use.,Neutral,3,good enough for occasional use,Positive,0.4404,Positive,0.2333333333333333,Neutral,Neutral
"Super happy with this purchase, everything works perfectly.",Positive,5,super happy with this purchase everything works perfectly,Positive,0.9153,Positive,0.7111111111111111,Positive,Positive
Serves its purpose adequately.,Neutral,3,serves its purpose adequately,Neutral,0.0,Positive,0.3333333333333333,Neutral,Neutral
"Thrilled with my purchase, everything is perfect.",Positive,5,thrilled with my purchase everything is perfect,Positive,0.765,Positive,0.8,Positive,Positive
Works like a charm right out of the box.,Positive,5,works like a charm right out of the box,Positive,0.6369,Positive,0.2857142857142857,Positive,Positive
"Horrible quality, I want my money back.",Negative,1,horrible quality i want my money back,Negative,-0.4939,Negative,-0.5,Negative,Negative
Decent product but overpriced in my opinion.,Neutral,3,decent product but overpriced in my opinion,Neutral,0.0,Positive,0.16666666666666666,Neutral,Neutral
